,chemicalFormula,licenses,names,preparation,references,Axis Length,Axis Length-conditions,Axis Length-units,Bulk Modulus,Bulk Modulus-conditions,Bulk Modulus-maximum,Bulk Modulus-minimum,Bulk Modulus-units,Cell Angle,Cell Angle-conditions,Cell Angle-units,Chemical Family,Commercial Name,Compressive Strength,Compressive Strength-conditions,Compressive Strength-maximum,Compressive Strength-minimum,Compressive Strength-units,Corrosion Activtn Energy,Corrosion Activtn Energy-conditions,Corrosion Activtn Energy-units,Corrosion Rate,Corrosion Rate-conditions,Corrosion Rate-units,Corrosion Species,Corrosion Species-conditions,Creep Activatn Energy,Creep Activatn Energy-conditions,Creep Activatn Energy-units,Creep Rate,Creep Rate Exponent,Creep Rate Exponent-conditions,Creep Rate-conditions,Creep Rate-units,Crystal Cell System,Crystal Cell System-conditions,Crystallinity,Debye Temperature,Debye Temperature-conditions,Debye Temperature-units,Density,Density-conditions,Density-maximum,Density-minimum,Density-units,Diffusion Coefficient,Diffusion Coefficient-conditions,Diffusion Coefficient-units,Dopant,Dopant-conditions,Elastic Modulus,Elastic Modulus-conditions,Elastic Modulus-maximum,Elastic Modulus-minimum,Elastic Modulus-units,Elasticity Tensor,Elasticity Tensor-conditions,Elasticity Tensor-units,Electrical Resistivity Log,Electrical Resistivity Log-conditions,Electrical Resistivity Log-units,Flexural Strength,Flexural Strength-conditions,Flexural Strength-maximum,Flexural Strength-minimum,Flexural Strength-units,Fracture Energy,Fracture Energy-conditions,Fracture Energy-units,Fracture Toughness,Fracture Toughness-conditions,Fracture Toughness-maximum,Fracture Toughness-minimum,Fracture Toughness-units,Friction Coefficient,Friction Coefficient-conditions,Friction Coefficient-maximum,Friction Coefficient-minimum,Grain Size,Grain Size-conditions,Grain Size-maximum,Grain Size-minimum,Grain Size-units,Grinding Rat,Grinding Rat-conditions,Grinding Rat-units,Gruneisen Parameter,Gruneisen Parameter-conditions,Hardness,Hardness-conditions,Hardness-maximum,Hardness-minimum,Hardness-units,Impurity,Impurity-conditions,InChI,Log Wear Coefficient,Log Wear Coefficient-conditions,Log Wear Rate,Log Wear Rate-conditions,Log Wear Rate-units,Manufacturer,Maximum-Use Temperature,Maximum-Use Temperature-conditions,Maximum-Use Temperature-units,Melting Point Temperature,Melting Point Temperature-conditions,Melting Point Temperature-units,Phase,Phase-conditions,Poissons Ratio,Poissons Ratio-conditions,Poissons Ratio-maximum,Poissons Ratio-minimum,Porosity,Porosity-conditions,Porosity-units,Production Form,Relative Atomic Coordinate,Relative Atomic Coordinate-conditions,SMILES,Shear Modulus,Shear Modulus-conditions,Shear Modulus-units,Sintering Aid,Sintering Aid-conditions,Sound Velocity,Sound Velocity-conditions,Sound Velocity-units,Space Group,Space Group-conditions,Specific Heat,Specific Heat-conditions,Specific Heat-units,Tensile Strength,Tensile Strength-conditions,Tensile Strength-maximum,Tensile Strength-minimum,Tensile Strength-units,Thermal Conductivity,Thermal Conductivity-conditions,Thermal Conductivity-units,Thermal Diffusivity,Thermal Diffusivity-conditions,Thermal Diffusivity-units,Thermal Expansion,Thermal Expansion-conditions,Thermal Expansion-units,Thermal Shock Resistance,Thermal Shock Resistance-conditions,Thermal Shock Resistance-units,Weibull Modulus,Weibull Modulus-conditions,Weibull Strength,Weibull Strength-conditions,Weibull Strength-units
2983,TiNx,[{'name': 'NIST_SRD-30'}],['Titanium nitride'],[{'name': 'Sputtering'}],"[{'citation': 'Youngs Modulus of TiN, TiC, ZrN and HfN, E. Torok, A.J. Perry, L. Chollet, and W.D. Sproul, Thin Solid Films, Vol. 153, pp. 37-43 (1987), published by Elsevier Sequoia.'}]",,,,,,,,,,,,Ti-N,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,500,"[{'name': 'x', 'scalars': [{'value': '0.53'}, {'value': '0.76'}, {'value': '0.83'}, {'value': '0.94'}, {'value': '1.01'}, {'value': '1.04'}], 'units': 'formula units'}]",,,GPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,SiC,[{'name': 'NIST_SRD-30'}],['Silicon carbide'],[{'name': 'Sintering'}],"[{'citation': 'Summary of Results of the Effects of Environment on Mechanical Behavior of High-Performance Ceramics, D.E. McCullum, N.L. Hecth, L. Chuck, and S.M. Goodrich, Ceramic Engineering and Science Proceedings, Vol. 12 9, pp. 1886-1913 (1991), published by American Ceramic Society.'}]",,,,,,,,,,,,Si-C,Hexoloy SA,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,402,"[{'name': 'Exposure Time at 1330 $^{\\circ}$C', 'scalars': [{'value': '0'}, {'value': '100'}, {'value': '500'}, {'value': '1000'}, {'value': '0'}, {'value': '0'}, {'value': '100'}, {'value': '500'}, {'value': '1000'}, {'value': '0'}], 'units': 'h'}, {'name': 'Measurement Temperature', 'scalars': [{'value': '20'}, {'value': '20'}, {'value': '20'}, {'value': '20'}, {'value': '1000'}, {'value': '1200'}, {'value': '1300'}, {'value': '1300'}, {'value': '1300'}, {'value': '1400'}], 'units': '$^{\\circ}$C'}]",,,MPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carborundum Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,Si3N4,[{'name': 'NIST_SRD-30'}],['Silicon nitride'],[{'name': 'Hot Pressing'}],"[{'citation': 'Short-Crack Toughness and Abrasive Machining of Silicon Nitride, H.H.K. Xu, S. Jahanmir, L.K. Ives, L.S. Job, and K.T. Ritchie, Journal of the American Ceramic Society, Vol. 79 12, pp. 3055-3064 (1996), published by American Ceramic Society.'}]",,,,,,,,,,,,Si-N,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,"[{'name': 'Specimen Number', 'scalars': [{'value': '7'}, {'value': '8'}, {'value': '7'}, {'value': '8'}]}, {'name': 'Load', 'scalars': [{'value': '10'}, {'value': '10'}, {'value': '50'}, {'value': '50'}], 'units': 'N'}]",,,GPa,,,,,,,,,Commercial company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,ZrO2.xMgO,[{'name': 'NIST_SRD-30'}],['Zirconia (PSZ)'],,"[{'citation': 'Thermal Diffusivity and Conductivity of Dense Polycrystalline ZrO2 Ceramics: A Survey, D.P.H. Hasselman, L.F. Johnson, L.D. Bentsen, R. Syed, H.L. Lee, and M.V. Swain, American Ceramic Society Bulletin, Vol. 66 5, pp. 799-806 (1987), published by American Ceramic Society.'}]",,,,,,,,,,,,Zr-O:MgO,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZrO2,"[{'name': 'Volume Fraction of Monoclinic', 'scalars': [{'value': '40'}, {'value': '0'}, {'value': '20'}, {'value': '15'}, {'value': '40'}, {'value': '15'}, {'value': '5'}, {'value': '15'}, {'value': '15'}, {'value': '30'}, {'value': '5'}, {'value': '0'}, {'value': '0'}], 'units': '%'}, {'name': 'Volume Fraction of Tetragonal', 'scalars': [{'value': '20'}, {'value': '50'}, {'value': '25'}, {'value': '25'}, {'value': '15'}, {'value': '35'}, {'value': '35'}, {'value': '30'}, {'value': '25'}, {'value': '15'}, {'value': '30'}, {'value': '15'}, {'value': '0'}], 'units': '%'}, {'name': 'Volume Fraction of Cubic', 'scalars': [{'value': '40'}, {'value': '50'}, {'value': '55'}, {'value': '60'}, {'value': '45'}, {'value': '50'}, {'value': '60'}, {'value': '55'}, {'value': '60'}, {'value': '55'}, {'value': '65'}, {'value': '85'}, {'value': '100'}], 'units': '%'}, {'name': 'Mass Fraction of Stabilizer', 'scalars': [{'value': '2.6'}, {'value': '2.7'}, {'value': '2.8'}, {'value': '3.0'}, {'value': '3.0'}, {'value': '3.3'}, {'value': '3.3'}, {'value': '3.3'}, {'value': '3.4'}, {'value': '3.4'}, {'value': '3.5'}, {'value': '3.9'}, {'value': '5.0'}], 'units': '%'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,ZrO2.xY2O3,[{'name': 'NIST_SRD-30'}],['Zirconia (cubic)'],[{'name': 'Crystal Growth'}],"[{'citation': 'Single-Crystal Elastic Constants of Yttria-Stabilized Zirconia in the Range 20 °C to 700 °C, H.M. Kandil, J.D. Greiner, and J.F. Smith, Journal of the American Ceramic Society, Vol. 67 5, pp. 341-346 (1984), published by American Ceramic Society.'}]",5.132,"[{'name': 'Axis', 'scalars': [{'value': 'a'}]}, {'name': 'Mole Fraction of Y2O3', 'scalars': [{'value': '8.13'}, {'value': '11.09'}, {'value': '12.08'}, {'value': '15.52'}, {'value': '17.88'}], 'units': '%'}]",$\AA$,,,,,,,,,Zr-O:Y,,,,,,,,,,,,,,,,,,,,,,,,,Single Crystal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,Al2O3.xSiC,[{'name': 'NIST_SRD-30'}],['Alumina composite'],[{'name': 'Hot Pressing'}],"[{'citation': 'Strengthening and Toughening Mechanisms in Nanocomposite Ceramics, K. Niihara and A. Nakahira, Annales de Chimie  Science des Materiaux, Vol. 16 4, pp. 479-486 (1991), published by Masson.'}]",,,,,,,,,,,,Al-O:SiC,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,"[{'name': 'Volume Fraction of SiC', 'scalars': [{'value': '0.0'}, {'value': '5.1'}, {'value': '10.8'}, {'value': '17.2'}, {'value': '32.7'}], 'units': '%'}]",,,MPa m$^{1/2}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,Si3N4,[{'name': 'NIST_SRD-30'}],['Silicon nitride'],[{'name': 'Hot Isostatic Pressing'}],"[{'citation': 'Unlubricated Sliding Friction and Wear of Various Si3N4 Pairs Between 22 °C and 1000 °C, A. Skopp, M. Woydt, and K.H. Habig, Tribology International, Vol. 23 3, pp. 189-199 (1990), published by Butterworth-Heinemann Ltd.'}]",,,,,,,,,,,,Si-N,FX-950,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,"[{'name': 'Load', 'scalars': [{'value': '2'}, {'value': '5'}, {'value': '50'}], 'units': 'N'}, {'name': 'Temperature', 'scalars': [{'value': '22'}], 'units': '$^{\\circ}$C'}]",,,GPa,,,,,,,,,Toshiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,AlN,[{'name': 'NIST_SRD-30'}],['Aluminum nitride'],[{'name': 'Sintering'}],"[{'citation': 'Sintering, Oxidation and Mechanical Properties of Hot Pressed Aluminium Nitride, P. Boch, J.C. Glandus, J. Jarrige, J.P. Lecompte, and J. Mexmain, Ceramics International, Vol. 8 1, pp. 34-40 (1982), published by Elsevier Applied Science.'}]",,,,,,,,,,,,Al-N,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,315,"[{'name': 'Porosity', 'scalars': [{'value': '0'}, {'value': '10'}, {'value': '20'}], 'units': '%'}, {'name': 'Temperature', 'scalars': [{'value': '23'}], 'units': '$^{\\circ}$C'}]",,,GPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,ZrO2.xMgO,[{'name': 'NIST_SRD-30'}],['Zirconia (PSZ)'],,"[{'citation': 'Thermal Diffusivity and Conductivity of Dense Polycrystalline ZrO2 Ceramics: A Survey, D.P.H. Hasselman, L.F. Johnson, L.D. Bentsen, R. Syed, H.L. Lee, and M.V. Swain, American Ceramic Society Bulletin, Vol. 66 5, pp. 799-806 (1987), published by American Ceramic Society.'}]",,,,,,,,,,,,Zr-O:MgO,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01320,"[{'name': 'Mass Fraction of Stabilizer', 'scalars': [{'value': '2.6'}, {'value': '2.7'}, {'value': '2.8'}, {'value': '3.0'}, {'value': '3.0'}, {'value': '3.3'}, {'value': '3.3'}, {'value': '3.3'}, {'value': '3.4'}, {'value': '3.4'}, {'value': '3.5'}, {'value': '3.9'}, {'value': '5.0'}], 'units': '%'}]",cm$^{2}$ s$^{-1}$,,,,,,,,,,,
2992,MgO,[{'name': 'NIST_SRD-30'}],['Magnesia'],,"[{'citation': 'Melting Points, Crystallographic Transformation, and Thermodynamic Values, M.E. Schlesinger, Engineered Materials Handbook, Vol. 4, pp. 883-891 (1991), edited by S.J. Schneider, Jr., published by ASM International.'}]",,,,,,,,,,,,Mg-O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2832,"[{'name': 'Latent Heatof Melting', 'scalars': [{'value': '77822'}], 'units': 'J/mol'}]",$^{\circ}$C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2993,ZrO2.xY2O3,[{'name': 'NIST_SRD-30'}],['Zirconia (TZP)'],,"[{'citation': 'Evaluation of Japanese Yttria Tetragonal Zirconia Polycrystal (Y-TZP) Materials, J.J. Swab, Ceramic Engineering and Science Proceedings, Vol. 8 7, pp. 886-891 (1987), published by American Ceramic Society.'}]",,,,,,,,,,,,Zr-O:Y,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NGK,,,,,,,ZrO2,"[{'name': 'Volume Fraction Tetrag.+Cubic', 'scalars': [{'value': '68.8'}, {'value': '89.3'}, {'value': '78.7'}], 'units': '%'}, {'name': 'Volume Fraction Monoclinic', 'scalars': [{'value': '31.2'}, {'value': '10.7'}, {'value': '21.3'}], 'units': '%'}, {'name': 'Oxidation Temperature', 'scalars': [{'value': '23'}, {'value': '1000'}, {'value': '1000'}], 'units': '$^{\\circ}$C'}, {'name': 'Oxidation Time', 'scalars': [{'value': '0'}, {'value': '100'}, {'value': '500'}], 'units': 'h'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2994,Si3N4,[{'name': 'NIST_SRD-30'}],['Silicon nitride'],,"[{'citation': 'Engineering Properties of Nitrides, S. Hampshire, Engineered Materials Handbook, Vol. 4, pp. 812-820 (1991), edited by S.J. Schneider, Jr., published by ASM International.'}]",,,,,,,,,,,,Si-N,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,"[{'name': 'Temperature', 'scalars': [{'value': '23'}], 'units': '$^{\\circ}$C'}, {'name': 'Material Type', 'scalars': [{'value': 'HIP-SN'}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,Si3N4.yY2O3.zAl2O3,[{'name': 'NIST_SRD-30'}],['Silicon nitride'],[{'name': 'Sintering'}],"[{'citation': 'Microstructural Design of Silicon Nitride with Improved Fracture Toughness:  I, Effects of Grain Shape and Size, P.F. Becher, E.Y. Sun, K.P. Plucknett, K.B. Alexander, C.H. Hsueh, H.T. Lin, S.B. Waters,  C.G. Westmoreland, E.S. Kang, K. Hirao, and M.E. Brito, Journal of the American Ceramic Society, Vol. 81 11, pp. 2821-2830 (1998), published by American Ceramic Society.'}]",,,,,,,,,,,,Si-N:Al,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,"[{'name': 'Frequency', 'scalars': [{'value': '9'}, {'value': '140'}, {'value': '181'}, {'value': '132'}, {'value': '50'}, {'value': '43'}, {'value': '48'}, {'value': '38'}, {'value': '44'}, {'value': '23'}, {'value': '31'}, {'value': '19'}, {'value': '11'}, {'value': '10'}, {'value': '2'}]}]",,,$\mu$m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2996,C,[{'name': 'NIST_SRD-30'}],['Diamond (CVD)'],[{'name': 'Chemical Vapor Deposition'}],"[{'citation': 'Round Robin Thermal Conductivity Measurements on CVD Diamond, A. Feldman, Applications of Diamond Films and Related Materials, pp. 627-630 (1995), edited by A. Feldman,Y. Tzeng, W. Yarbrough,M. Yoshikawa,M. Murakawa, published by National Institute of Standards and Technology.'}]",,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,"[{'name': 'Number of Values', 'scalars': [{'value': '8'}]}, {'name': 'Specimen Name', 'scalars': [{'value': 'SQ-FB'}]}]",W m$^{-1}$ K$^{-1}$,,,,,,,,,,,,,,
2997,AlN.xY2O3.ySiO2,[{'name': 'NIST_SRD-30'}],['Aluminum nitride'],[{'name': 'Sintering'}],"[{'citation': 'Effect of Silica on the Thermal Conductivity of Aluminum Nitride, P.S. de Baranda, A.K. Knudsen, and E. Ruh, Journal of the American Ceramic Society, Vol. 76 7, pp. 1761-1771 (1993), published by American Ceramic Society.'}]",,,,,,,,,,,,Al-N:Y,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,"[{'name': 'Preparation Condition', 'scalars': [{'value': 'Air BBO'}, {'value': 'Air BBO'}, {'value': 'Air BBO'}, {'value': 'Air BBO'}, {'value': 'Air BBO'}, {'value': 'Air BBO'}, {'value': 'Air BBO'}, {'value': 'Air BBO'}, {'value': 'Air BBO'}, {'value': 'Air BBO'}, {'value': 'Air BBO'}, {'value': 'Air BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}, {'value': 'N2 BBO'}]}, {'name': 'Mass Fraction of SiO2', 'scalars': [{'value': '0'}, {'value': '0.05'}, {'value': '0.10'}, {'value': '0.15'}, {'value': '0.2'}, {'value': '0.3'}, {'value': '0.5'}, {'value': '1.0'}, {'value': '1.5'}, {'value': '2.0'}, {'value': '5.0'}, {'value': '5.0'}, {'value': '0'}, {'value': '0.05'}, {'value': '0.10'}, {'value': '0.15'}, {'value': '0.2'}, {'value': '0.3'}, {'value': '0.5'}, {'value': '1.0'}, {'value': '1.5'}, {'value': '2.0'}, {'value': '5.0'}, {'value': '5.0'}, {'value': '0'}, {'value': '0'}, {'value': '0'}, {'value': '0'}, {'value': '0'}, {'value': '0'}, {'value': '1.0'}, {'value': '1.0'}, {'value': '1.0'}, {'value': '1.0'}, {'value': '1.0'}, {'value': '1.0'}, {'value': '2.0'}, {'value': '2.0'}, {'value': '2.0'}, {'value': '2.0'}, {'value': '2.0'}, {'value': '2.0'}, {'value': '5.0'}, {'value': '5.0'}, {'value': '5.0'}, {'value': '5.0'}, {'value': '5.0'}, {'value': '5.0'}], 'units': '%'}, {'name': 'Temperature', 'scalars': [{'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '25'}, {'value': '100'}, {'value': '200'}, {'value': '300'}, {'value': '400'}, {'value': '500'}, {'value': '25'}, {'value': '100'}, {'value': '200'}, {'value': '300'}, {'value': '400'}, {'value': '500'}, {'value': '25'}, {'value': '100'}, {'value': '200'}, {'value': '300'}, {'value': '400'}, {'value': '500'}, {'value': '25'}, {'value': '100'}, {'value': '200'}, {'value': '300'}, {'value': '400'}, {'value': '500'}], 'units': '$^{\\circ}$C'}]",W m$^{-1}$ K$^{-1}$,,,,,,,,,,,,,,
2998,3Al2O3.2SiO2.xSialon,[{'name': 'NIST_SRD-30'}],['Mullite composite'],[{'name': 'Sintering'}],"[{'citation': 'Sintering, Hardness and Indentation Fracture Toughness (KIC) of Mullite and its Composite with 15 wt% X-Phase Sialon, C.C. Anya and A. Hendry, Journal of the European Ceramic Society, Vol. 13, pp. 247-256 (1994), published by Elsevier Science Limited.'}]",,,,,,,,,,,,Al-Si-O:sialon,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,"[{'name': 'Density', 'scalars': [{'value': '3.15'}, {'value': '3.11'}, {'value': '3.10'}, {'value': '3.12'}, {'value': '2.98'}], 'units': 'g/cm$^{3}$'}, {'name': 'Sintering Time', 'scalars': [{'value': '2'}, {'value': '2'}, {'value': '2'}, {'value': '2'}, {'value': '6'}], 'units': 'h'}, {'name': 'Sintering Temperature', 'scalars': [{'value': '1740'}, {'value': '1720'}, {'value': '1720'}, {'value': '1700'}, {'value': '1660'}], 'units': '$^{\\circ}$C'}, {'name': 'Compositionmullite/sialon', 'scalars': [{'value': '100/0'}, {'value': '100/0'}, {'value': '85/15'}, {'value': '85/15'}, {'value': '85/15'}], 'units': '%/%'}]",,,MPa m$^{1/2}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2999,TiC,[{'name': 'NIST_SRD-30'}],['Titanium carbide'],[{'name': 'Hot Pressing'}],"[{'citation': 'High-Temperature Heat Contents of TiC and ZrC, L.S. Levinson, Journal of Chemical Physics, Vol. 42 8, pp. 2891-2892 (1965), published by American Institute of Physics.'}]",4.3270,"[{'name': 'Axis', 'scalars': [{'value': 'a'}]}]",$\AA$,,,,,,,,,Ti-C,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,Si3N4.xY2O3,[{'name': 'NIST_SRD-30'}],['Silicon nitride'],,"[{'citation': 'Ceramic Technology Project Data Base:  September 1992 Summary Report, B.L.P. Keyes, ORNL Report Number:  ORNL/M-2775, pp. 1-171 (1992), published by Oak Ridge National Laboratory.'}]",,,,,,,,,,,,Si-N:Y,NT-164,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norton Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,"[{'name': 'Temperature', 'scalars': [{'value': '20'}, {'value': '1350'}, {'value': '20'}, {'value': '1350'}], 'units': '$^{\\circ}$C'}, {'name': 'Load Rate', 'scalars': [{'value': '0.0004'}, {'value': '0.0004'}, {'value': '0.000004'}, {'value': '0.000004'}], 'units': 'mm/s'}]",,,MPa,,,,,,,,,,,,,,,,,
3001,Si3N4.xCeO2.yTiC,[{'name': 'NIST_SRD-30'}],['Silicon nitride composite'],[{'name': 'Hot Pressing'}],"[{'citation': 'Effect of Silicon Carbide Whisker and Titanium Carbide Particulate Additions on the Friction and Wear Behavior of Silicon Nitride, C.R. Blanchard and R.A. Page, Journal of the American Ceramic Society, Vol. 73 11, pp. 3442-3452 (1990), published by American Ceramic Society.'}]",,,,,,,,,,,,Si-N:CeO,,,,,,,,,,,,,,,,,,,,,,,,,Polycrystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,"[{'name': 'Temperature', 'scalars': [{'value': '23'}], 'units': '$^{\\circ}$C'}]",,,MPa m$^{1/2}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,ZrO2.xY2O3,[{'name': 'NIST_SRD-30'}],['Zirconia (cubic)'],[{'name': 'Crystal Growth'}],"[{'citation': 'Single-Crystal Elastic Constants of Yttria-Stabilized Zirconia in the Range 20 °C to 700 °C, H.M. Kandil, J.D. Greiner, and J.F. Smith, Journal of the American Ceramic Society, Vol. 67 5, pp. 341-346 (1984), published by American Ceramic Society.'}]",,,,,,,,,,,,Zr-O:Y,,,,,,,,,,,,,,,,,,,,,,,,,Single Crystal,,,,6.011,"[{'name': 'Mole Fraction of Y2O3', 'scalars': [{'value': '8.13'}, {'value': '11.09'}, {'value': '12.08'}, {'value': '15.52'}, {'value': '17.88'}], 'units': '%'}, {'name': 'Density by X-ray method', 'scalars': [{'value': '6.014'}, {'value': '5.953'}, {'value': '5.944'}, {'value': '5.904'}, {'value': '5.861'}], 'units': 'g/cm$^{-3}$'}]",,,g cm$^{-3}$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
